O	6653.83	100
O	5435.78	110
O	6046.49	110
O	5577.34	120
O	5329.1	135
O	5436.86	135
O	5329.68	160
O	5958.39	160
O	6046.23	160
O	5330.74	190
O	5958.58	190
O	6046.44	190
O	6453.6	320
O	6454.44	360
O	6155.98	400
O	6455.98	400
O	6156.77	450
O	6158.18	490
F	4960.65	6
F	5577.33	10
F	5279.01	12
F	5552.43	12
F	5626.93	12
F	5950.15	12
F	5230.41	15
F	5659.15	15
F	5540.52	18
F	5689.14	18
F	5624.06	20
F	5700.82	25
F	5707.31	25
F	5959.19	25
F	5667.53	40
F	5994.43	50
F	5965.28	70
F	6038.04	80
F	5671.67	90
F	6080.11	100
F	6015.83	150
F	6580.39	300
F	6210.87	400
F	6650.41	400
F	6708.28	400
F	6569.69	450
F	6149.76	800
F	6047.54	900
F	6795.53	1500
F	6690.48	1800
F	6966.35	4000
F	6909.82	6000
F	6773.98	7000
F	6413.65	8000
F	6870.22	8000
F	6834.26	9000
F	6348.51	10000
F	6239.65	13000
F	6902.48	15000
F	6856.03	50000
NE	5005.159	4
NE	5562.766	5
NE	5719.225	5
NE	5343.283	8
NE	4537.754	10
NE	4540.38	10
NE	4710.067	10
NE	4712.066	10
NE	4752.732	10
NE	4790.22	10
NE	4827.344	10
NE	4884.917	10
NE	5037.751	10
NE	5144.938	10
NE	5656.659	10
NE	4708.862	12
NE	4788.927	12
NE	5748.298	12
NE	5804.45	12
NE	4704.395	15
NE	4715.347	15
NE	5341.094	20
NE	6717.043	20
NE	5330.778	25
NE	5820.156	40
NE	5400.562	60
NE	5902.462	60
NE	5906.429	60
NE	6128.45	60
NE	6304.789	60
NE	6532.882	60
NE	6652.093	70
NE	5764.419	80
NE	5987.907	80
NE	6096.163	80
NE	6678.276	90
NE	5872.828	100
NE	5881.895	100
NE	5944.834	100
NE	5965.471	100
NE	5974.627	100
NE	6029.997	100
NE	6074.338	100
NE	6143.063	100
NE	6334.428	100
NE	6929.467	100
NE	5975.534	120
NE	6163.594	120
NE	6382.992	120
NE	6217.281	150
NE	6266.495	150
NE	6506.528	150
NE	6598.953	150
NE	6402.246	200
NE	6182.146	250
NE	5852.488	500
NA	4238.99	2
NA	4287.84	2
NA	4242.08	3
NA	4291.01	3
NA	4273.64	4
NA	4341.49	4
NA	4276.79	5
NA	4344.74	5
NA	5682.633	5
NA	4321.4	6
NA	4419.89	6
NA	4324.62	7
NA	4423.25	7
NA	4541.63	7
NA	4390.03	8
NA	4545.19	8
NA	4393.34	9
NA	5688.204	9
NA	4494.18	10
NA	4497.66	11
NA	5895.924	16
NA	5889.95	32
MG	5345.98	1
MG	4054.69	2
MG	4081.83	2
MG	5509.6	2
MG	6630.83	2
MG	4075.06	3
MG	4621.3	3
MG	4165.1	4
MG	5785.56	4
MG	6894.9	4
MG	5785.31	5
MG	4354.53	6
MG	4380.38	6
MG	5528.41	6
MG	6965.4	6
MG	4702.99	7
MG	6319.49	7
MG	6319.24	9
MG	4057.5	10
MG	4730.03	10
MG	6318.72	10
MG	4167.27	15
MG	4351.91	20
MG	4571.1	28
MG	5711.09	30
MG	5167.33	75
MG	5172.68	220
MG	5183.61	400
AL	5107.52	70
AL	5557.95	110
AL	5557.06	180
AL	6698.67	230
AL	6696.02	360
SI	4947.607	30
SI	5622.221	30
SI	6741.64	30
SI	6848.568	30
SI	4792.212	35
SI	5517.535	35
SI	5006.061	40
SI	5493.23	40
SI	5873.764	40
SI	6238.287	40
SI	5747.667	45
SI	5753.625	45
SI	5754.22	45
SI	5762.977	45
SI	6331.954	45
SI	6526.609	45
SI	6527.199	45
SI	6555.462	45
SI	4782.991	50
SI	4102.936	70
SI	5772.145	70
SI	5780.384	70
SI	4792.324	80
SI	5665.554	80
SI	6976.523	80
SI	6131.574	85
SI	5645.611	90
SI	5701.105	90
SI	5793.071	90
SI	6125.021	90
SI	6131.85	90
SI	5690.425	100
SI	5797.859	100
SI	6142.487	100
SI	6145.015	100
SI	6721.853	100
SI	5684.484	120
SI	6243.813	125
SI	6244.468	125
SI	5708.397	160
SI	6155.134	160
SI	6237.32	160
SI	6254.188	180
SI	5948.545	200
P	5458.31	100
P	6717.42	120
P	6097.68	150
P	6199.01	180
P	5477.75	200
S	4696.2	160
S	5706.1	160
S	6743.6	160
S	4695.4	285
S	4993.5	285
S	6748.8	285
S	4120.8	450
S	4694.1	450
S	6052.7	450
S	6757.2	450
CL	4104.79	20
CL	5099.789	30
CL	5856.742	30
CL	6082.61	35
CL	4623.938	40
CL	4721.255	40
CL	5532.162	40
CL	4691.523	45
CL	4740.729	45
CL	5799.914	45
CL	4226.42	50
CL	4654.04	50
CL	6019.812	50
CL	4264.58	60
CL	4209.67	65
CL	4600.98	80
CL	4661.208	80
CL	4390.4	90
CL	4403.03	90
CL	4475.3	90
CL	4363.27	100
CL	4369.5	100
CL	4379.9	100
CL	4389.75	100
CL	4438.49	100
CL	4526.19	100
CL	6434.833	150
CL	6531.43	150
CL	6678.43	150
CL	6840.29	150
CL	6114.43	160
CL	6194.757	160
CL	6398.66	160
CL	6140.245	200
CL	6932.903	300
CL	6981.886	300
AR	5151.391	5
AR	5421.352	5
AR	5506.113	5
AR	5834.263	5
AR	5942.669	5
AR	5998.999	5
AR	6025.15	5
AR	6215.938	5
AR	6660.676	5
AR	6664.051	5
AR	6756.163	5
AR	6879.582	5
AR	4628.441	7
AR	5221.271	7
AR	5987.302	7
AR	6098.803	7
AR	6170.174	7
AR	6296.872	7
AR	6369.575	7
AR	6951.478	7
AR	6960.25	7
AR	5451.652	10
AR	5572.541	10
AR	5739.52	10
AR	5860.31	10
AR	6052.723	10
AR	6105.635	10
AR	6145.441	10
AR	6173.096	10
AR	6212.503	10
AR	6888.174	10
AR	4596.097	15
AR	4702.316	15
AR	5162.285	15
AR	5882.624	15
AR	5928.813	15
AR	6307.657	15
AR	6538.112	15
AR	6604.853	15
AR	6766.612	15
AR	4522.323	20
AR	5187.746	20
AR	5650.704	20
AR	6059.372	20
AR	6384.717	20
AR	4251.185	25
AR	4345.168	25
AR	5495.874	25
AR	5558.702	25
AR	5888.584	25
AR	5606.733	35
AR	6043.223	35
AR	4044.418	50
AR	4164.18	50
AR	4181.884	50
AR	4191.029	50
AR	4335.338	50
AR	5912.085	50
AR	6937.664	50
AR	6032.127	70
AR	6416.307	70
AR	4190.713	100
AR	4266.286	100
AR	4300.101	100
AR	4333.561	100
AR	4510.733	100
AR	6677.282	100
AR	4272.169	150
AR	6752.834	150
AR	6871.289	150
AR	4198.317	200
AR	4259.362	200
AR	4158.59	400
AR	4200.674	400
AR	6965.431	10000
K	4740.91	4
K	4753.93	5
K	4786.49	5
K	4744.35	6
K	4799.75	6
K	4757.39	7
K	4791.05	7
K	4849.86	7
K	6964.18	7
K	4804.35	8
K	4856.09	8
K	4863.48	8
K	4942.02	8
K	4869.76	9
K	4950.82	9
K	4956.15	9
K	4641.88	10
K	4965.03	10
K	5084.23	10
K	4642.37	11
K	5097.17	11
K	5099.2	11
K	5112.25	12
K	5323.28	12
K	5342.97	12
K	6936.28	12
K	6964.67	12
K	5339.69	13
K	5359.57	14
K	5812.15	15
K	5782.38	16
K	4047.21	17
K	5801.75	17
K	5831.89	17
K	4044.14	18
K	6911.08	19
K	6938.77	20
CA	4098.53	15
CA	4098.57	15
CA	4240.46	15
CA	4355.08	20
CA	4456.61	20
CA	4685.27	20
CA	4289.36	22
CA	4298.99	22
CA	4318.65	22
CA	4578.55	22
CA	5261.71	22
CA	5264.24	22
CA	6161.29	22
CA	6163.76	22
CA	6455.6	22
CA	4307.74	23
CA	4526.94	23
CA	4581.4	23
CA	4581.47	23
CA	5041.62	23
CA	5262.24	23
CA	5512.98	23
CA	6572.78	23
CA	4283.01	24
CA	4585.87	24
CA	4585.96	24
CA	5265.56	24
CA	5590.12	24
CA	5601.29	24
CA	5602.85	24
CA	6166.44	24
CA	4302.53	25
CA	4425.44	25
CA	4435.69	25
CA	4878.13	25
CA	5188.85	25
CA	5270.27	25
CA	5581.97	25
CA	5598.49	25
CA	4434.96	26
CA	5594.47	26
CA	6169.06	26
CA	5349.47	27
CA	5588.76	27
CA	6102.72	27
CA	4455.89	28
CA	6169.56	28
CA	6499.65	28
CA	6122.22	29
CA	6471.66	29
CA	4454.78	30
CA	5857.45	30
CA	6162.17	30
CA	6449.81	30
CA	6717.69	30
CA	6493.78	32
CA	6462.57	34
CA	6439.07	35
CA	4226.73	50
SC	5579.76	14
SC	5515.39	16
SC	5561.1	16
SC	5647.6	16
SC	5447.39	18
SC	5465.2	18
SC	5474.64	18
SC	5550.4	18
SC	5571.24	18
SC	5604.19	22
SC	5631.02	22
SC	6344.83	26
SC	4348.53	28
SC	4364.92	28
SC	6829.54	29
SC	5455.21	30
SC	5546.4	30
SC	5919.11	30
SC	5284.97	35
SC	5301.94	35
SC	5432.94	35
SC	5553.59	35
SC	5961.49	35
SC	5969.19	35
SC	6739.4	35
SC	6817.08	35
SC	4221.88	40
SC	4840.47	40
SC	4212.49	45
SC	4609.53	45
SC	4609.95	45
SC	4935.74	45
SC	5092.46	45
SC	5211.28	45
SC	5416.12	45
SC	5425.57	45
SC	5429.41	45
SC	5438.22	45
SC	5526.06	45
SC	5646.36	45
SC	6819.52	50
SC	6835.03	50
SC	4359.08	55
SC	5032.74	55
SC	5433.23	55
SC	5439.03	55
SC	5468.4	55
SC	5541.04	55
SC	5649.56	55
SC	6276.31	55
SC	5350.3	60
SC	5472.19	60
SC	6026.18	60
SC	6262.25	60
SC	6378.82	60
SC	4094.85	65
SC	4100.33	65
SC	4212.34	65
SC	4542.55	65
SC	6737.87	65
SC	4941.33	70
SC	5020.14	70
SC	5331.77	70
SC	5564.86	70
SC	4205.2	75
SC	4847.68	80
SC	4852.68	80
SC	4906.67	80
SC	4983.45	80
SC	5018.39	80
SC	5021.51	80
SC	5068.86	80
SC	4239.57	90
SC	4544.68	90
SC	4791.5	90
SC	4909.76	90
SC	4922.84	90
SC	4934.25	90
SC	5988.42	90
SC	6239.41	90
SC	6413.35	90
SC	5339.41	95
SC	5342.96	95
SC	4034.23	100
SC	4237.82	100
SC	4246.12	100
SC	4827.28	100
SC	4833.67	100
SC	4358.64	110
SC	5591.33	110
SC	6249.96	110
SC	4049.95	120
SC	4706.97	120
SC	4709.34	120
SC	4973.66	120
SC	5341.05	120
SC	5349.71	120
SC	5451.34	120
SC	4031.39	140
SC	4991.92	140
SC	4980.37	150
SC	5112.86	150
SC	4078.57	160
SC	4839.44	170
SC	4954.06	170
SC	4231.93	180
SC	5109.06	180
SC	5724.08	180
SC	5708.61	190
SC	4046.48	200
SC	4086.67	200
SC	4233.61	200
SC	4728.77	200
SC	4753.16	200
SC	5285.76	210
SC	5355.75	210
SC	4030.67	220
SC	4043.8	220
SC	4056.59	220
SC	4779.35	220
SC	5717.28	230
SC	5064.32	250
SC	5075.81	250
SC	6258.96	250
SC	5089.89	270
SC	5375.35	270
SC	5446.2	270
SC	5219.67	280
SC	5258.33	280
SC	5116.69	320
SC	6239.78	320
SC	5349.3	350
SC	5101.12	370
SC	5392.08	370
SC	5087.14	390
SC	5096.73	390
SC	5210.52	390
SC	4087.16	400
SC	4238.05	400
SC	4729.23	490
SC	5070.23	530
SC	5356.1	530
SC	5484.62	530
SC	5514.22	570
SC	4734.1	590
SC	5099.23	620
SC	6210.68	620
SC	5520.5	660
SC	4737.65	690
SC	4152.36	720
SC	5086.95	750
SC	5481.99	750
SC	6305.67	750
SC	4741.02	790
SC	5711.75	880
SC	5085.55	1100
SC	5700.21	1100
SC	4743.81	1200
SC	5083.72	1200
SC	5686.84	1200
SC	5671.81	1500
SC	5081.56	2100
SC	4047.79	2700
SC	4054.55	5500
SC	4082.4	6100
SC	4020.4	20000
SC	4023.69	20000
TI	6873.92	9
TI	6419.1	11
TI	6913.19	12
TI	5341.5	17
TI	5396.6	17
TI	5438.32	17
TI	6497.69	17
TI	4734.68	18
TI	6677.18	18
TI	4515.62	19
TI	4557.86	19
TI	4558.11	19
TI	5741.22	19
TI	5756.86	19
TI	6138.38	19
TI	6508.14	19
TI	4430.02	21
TI	4462.09	21
TI	4506.36	21
TI	4609.37	21
TI	4686.92	21
TI	4948.19	21
TI	4958.25	21
TI	4966.04	21
TI	5054.08	21
TI	5103.15	21
TI	5246.15	21
TI	5250.95	21
TI	5449.16	21
TI	5673.42	21
TI	5752.84	21
TI	6149.74	21
TI	4742.11	22
TI	4747.68	22
TI	4811.08	22
TI	4825.46	22
TI	6745.52	22
TI	6996.63	23
TI	4368.94	24
TI	4424.39	24
TI	4433.58	24
TI	4444.27	24
TI	4492.55	24
TI	4497.73	24
TI	4537.23	24
TI	4539.1	24
TI	4555.08	24
TI	4619.52	24
TI	4656.04	24
TI	4690.8	24
TI	4696.94	24
TI	4715.3	24
TI	5048.21	26
TI	5366.65	26
TI	5436.73	26
TI	5490.84	26
TI	6318.03	26
TI	6716.68	26
TI	4769.77	28
TI	4880.91	28
TI	4034.91	30
TI	4278.81	30
TI	4288.16	30
TI	4334.84	30
TI	4388.08	30
TI	4405.68	30
TI	4425.83	30
TI	4432.6	30
TI	4438.23	30
TI	4926.16	30
TI	4937.74	30
TI	4941.58	30
TI	4995.08	30
TI	5189.58	30
TI	5448.9	30
TI	5474.46	30
TI	5780.78	30
TI	6146.22	30
TI	6336.1	30
TI	4005.97	35
TI	4016.28	35
TI	4164.14	35
TI	4183.3	35
TI	4211.73	35
TI	4265.71	35
TI	4308.5	35
TI	4354.06	35
TI	4563.43	35
TI	4570.91	35
TI	4797.98	35
TI	4864.18	35
TI	5044.27	35
TI	5064.07	35
TI	5284.39	35
TI	5404.02	35
TI	5453.65	35
TI	5472.7	35
TI	5708.23	35
TI	5720.48	35
TI	6186.15	35
TI	6366.35	35
TI	6599.11	35
TI	6861.47	35
TI	4027.48	40
TI	4033.91	40
TI	4079.72	40
TI	4123.31	40
TI	4129.17	40
TI	4131.25	40
TI	4166.32	40
TI	4188.69	40
TI	4224.79	40
TI	4227.65	40
TI	4266.22	40
TI	4311.65	40
TI	4495.01	40
TI	4503.78	40
TI	4693.68	40
TI	4812.25	40
TI	4836.13	40
TI	5085.34	40
TI	5186.34	40
TI	5282.39	40
TI	5389.18	40
TI	5426.26	40
TI	5446.64	40
TI	5511.78	40
TI	5740.02	40
TI	5823.71	40
TI	6092.81	40
TI	4733.43	45
TI	4766.33	45
TI	4781.72	45
TI	4796.22	45
TI	4808.53	45
TI	4882.35	45
TI	4431.28	50
TI	4441.27	50
TI	4480.59	50
TI	4511.17	50
TI	4562.63	50
TI	4731.17	55
TI	4915.24	55
TI	4925.41	55
TI	4964.75	55
TI	5045.41	55
TI	5109.44	55
TI	5246.57	55
TI	5259.99	55
TI	5263.5	55
TI	5369.64	55
TI	5389.99	55
TI	5460.51	55
TI	5716.48	55
TI	5903.33	55
TI	6312.24	55
TI	6546.28	55
TI	4372.38	60
TI	4404.9	60
TI	4416.54	60
TI	4559.92	60
TI	4599.23	60
TI	4637.88	60
TI	4722.62	65
TI	4723.17	65
TI	4778.26	65
TI	4848.47	65
TI	4968.58	65
TI	4977.74	65
TI	5069.35	65
TI	5201.1	65
TI	5212.29	65
TI	5295.79	65
TI	5298.44	65
TI	5711.88	65
TI	5880.31	65
TI	5999.68	65
TI	6303.75	65
TI	6554.23	65
TI	4002.49	70
TI	4003.81	70
TI	4008.06	70
TI	4015.38	70
TI	4200.75	70
TI	4258.54	70
TI	4261.6	70
TI	4270.14	70
TI	4346.11	70
TI	4436.59	70
TI	4463.38	70
TI	4675.12	70
TI	4973.05	75
TI	5040.62	75
TI	5207.87	75
TI	5247.31	75
TI	5255.83	75
TI	5351.08	75
TI	5429.15	75
TI	5471.21	75
TI	5481.87	75
TI	5648.58	75
TI	5662.91	75
TI	5702.68	75
TI	5937.82	75
TI	6556.07	75
TI	6743.12	80
TI	4057.62	85
TI	4058.14	85
TI	4099.17	85
TI	4122.17	85
TI	4123.57	85
TI	4143.05	85
TI	4159.64	85
TI	4169.35	85
TI	4203.46	85
TI	4249.12	85
TI	4272.43	85
TI	4314.35	85
TI	4430.37	85
TI	5043.59	85
TI	5223.64	85
TI	5397.09	85
TI	5474.23	85
TI	5739.51	85
TI	4360.49	95
TI	4369.68	95
TI	4463.54	95
TI	4474.85	95
TI	4479.7	95
TI	4482.69	95
TI	4518.7	95
TI	4938.29	95
TI	5065.99	95
TI	5222.69	95
TI	5224.56	95
TI	5689.47	95
TI	5715.13	95
TI	4035.83	110
TI	4281.38	110
TI	4792.49	110
TI	4799.8	110
TI	4805.43	110
TI	5052.87	110
TI	5062.11	110
TI	5252.11	110
TI	5409.61	110
TI	5481.43	110
TI	5503.9	110
TI	5565.49	110
TI	6064.63	110
TI	4171.03	120
TI	4276.43	120
TI	4278.23	120
TI	4291.14	120
TI	4421.76	120
TI	4422.82	120
TI	4426.06	120
TI	4650.02	120
TI	4710.19	120
TI	4975.35	120
TI	4978.2	120
TI	5009.65	120
TI	5206.08	120
TI	5238.58	120
TI	5297.26	120
TI	5918.55	120
TI	5941.76	120
TI	6085.23	120
TI	6091.17	120
TI	6126.22	120
TI	4127.54	130
TI	4237.89	130
TI	4256.04	130
TI	4440.35	130
TI	4919.87	130
TI	5071.48	130
TI	5087.07	130
TI	5675.44	130
TI	4021.83	140
TI	4137.29	140
TI	4645.19	140
TI	4997.1	140
TI	5283.45	140
TI	4928.34	150
TI	4989.15	150
TI	5219.71	150
TI	5265.98	150
TI	5490.15	150
TI	5922.12	150
TI	4284.99	160
TI	4326.36	160
TI	4150.96	170
TI	4393.92	170
TI	4434	170
TI	4742.79	170
TI	4013.58	180
TI	4321.66	180
TI	4921.77	180
TI	4009.66	190
TI	4325.13	190
TI	4629.34	190
TI	4639.95	190
TI	4691.34	190
TI	4698.76	190
TI	5113.44	190
TI	5224.95	190
TI	5662.16	190
TI	4064.22	200
TI	4065.1	200
TI	4299.23	200
TI	4299.64	200
TI	4820.42	200
TI	4868.26	200
TI	5965.84	200
TI	5152.2	210
TI	4112.71	220
TI	4282.71	220
TI	4417.28	220
TI	4639.67	220
TI	5001.01	230
TI	5013.3	230
TI	5147.48	230
TI	5899.32	230
TI	4274.58	240
TI	4404.28	240
TI	4471.24	240
TI	4496.15	240
TI	4639.37	240
TI	4870.14	250
TI	5224.32	250
TI	5644.14	250
TI	4489.09	260
TI	5120.42	270
TI	5145.47	270
TI	5514.35	270
TI	5978.56	270
TI	4055.02	290
TI	4082.46	290
TI	4453.71	290
TI	4465.81	290
TI	4856.01	290
TI	5025.58	300
TI	5953.17	300
TI	6261.1	300
TI	4758.12	310
TI	4759.28	310
TI	4913.62	320
TI	5514.54	320
TI	4263.13	330
TI	5512.53	340
TI	5999.04	340
TI	4186.12	360
TI	4318.64	360
TI	4899.91	380
TI	6258.1	380
TI	6258.7	380
TI	4885.08	400
TI	5866.46	400
TI	4060.26	410
TI	4840.87	470
TI	4623.09	480
TI	4481.26	530
TI	4450.9	550
TI	5016.17	580
TI	5024.84	580
TI	4544.69	720
TI	4555.49	720
TI	4656.47	720
TI	5038.4	740
TI	4512.74	780
TI	4527.31	780
TI	4078.47	840
TI	4287.4	840
TI	4290.94	840
TI	4295.76	840
TI	4449.15	840
TI	4453.32	840
TI	4667.59	840
TI	5020.03	840
TI	5022.87	840
TI	5036.47	840
TI	4286.01	890
TI	4427.1	890
TI	4008.93	950
TI	4289.07	950
TI	4455.33	950
TI	4548.77	950
TI	4552.46	950
TI	4617.27	950
TI	4681.92	950
TI	4518.03	1000
TI	4522.8	1000
TI	4457.43	1100
TI	5173.75	1100
TI	4024.57	1200
TI	4314.8	1200
TI	4535.92	1200
TI	4536.05	1200
TI	5035.91	1200
TI	5039.95	1200
TI	5192.98	1300
TI	5064.66	1400
TI	5210.39	1400
TI	4298.66	2000
TI	4535.58	2400
TI	4300.56	2900
TI	4534.78	3600
TI	5007.21	3600
TI	4999.51	4000
TI	4301.09	4100
TI	4991.07	4600
TI	4981.73	5800
TI	4305.92	6000
TI	4533.24	6000
V	6894	7
V	6693.66	8
V	6708.07	8
V	6871.56	8
V	5633.9	10
V	6623.54	10
V	6760.12	10
V	5397.87	11
V	5437.66	11
V	5708.95	11
V	5782.61	11
V	5783.5	11
V	5850.32	11
V	6435.16	11
V	6488.05	11
V	6565.88	11
V	6839.58	12
V	6841.9	12
V	6974.5	12
V	5624.2	13
V	5632.46	13
V	5635.51	13
V	6633.26	13
V	6643.79	13
V	5388.3	14
V	5511.18	14
V	6324.66	14
V	6355.58	14
V	6393.28	14
V	6433.18	14
V	6607.83	15
V	6786.32	15
V	6832.44	15
V	5260.98	17
V	5458.12	17
V	5747.7	17
V	5752.74	17
V	5761.41	17
V	6558.02	17
V	4799.77	19
V	4833.02	19
V	4848.81	19
V	5192.01	20
V	5206.61	20
V	5240.2	20
V	5683.22	20
V	5980.78	20
V	6025.41	20
V	6067.26	20
V	6128.34	20
V	4871.26	21
V	4894.21	21
V	4966.12	23
V	5169.94	23
V	5193.62	23
V	5545.93	23
V	5586	23
V	5788.56	23
V	5817.06	23
V	6189.35	23
V	6379.36	23
V	6431.63	23
V	4684.45	24
V	4746.63	24
V	4611.74	25
V	5139.53	25
V	5487.22	25
V	5489.94	25
V	6358.82	25
V	6812.4	26
V	4730.38	27
V	4742.63	27
V	4891.6	27
V	5051.63	28
V	5418.09	28
V	5504.87	28
V	5561.66	28
V	5601.38	28
V	5978.91	28
V	6002.31	28
V	6016.12	28
V	6106.98	28
V	6543.51	28
V	4609.65	30
V	4648.89	30
V	4666.14	30
V	4686.92	35
V	4715.89	35
V	4751.56	35
V	4862.61	35
V	4932.03	35
V	5064.12	35
V	5105.14	35
V	5225.77	35
V	5233.75	35
V	5383.43	35
V	5558.75	35
V	5776.64	35
V	6361.27	35
V	6430.47	35
V	4721.51	40
V	4722.86	40
V	4729.53	40
V	4748.52	40
V	4753.93	40
V	5159.35	40
V	5216.59	40
V	5353.41	40
V	5385.14	40
V	5434.18	40
V	5734.01	40
V	5748.87	40
V	5924.57	40
V	6784.98	40
V	4750.98	45
V	4626.48	50
V	5424.08	50
V	6349.48	50
V	6357.3	50
V	6605.97	50
V	6624.85	50
V	4706.16	55
V	4717.69	55
V	4766.63	55
V	4880.56	55
V	4900.62	55
V	5195.36	55
V	5626.01	55
V	6002.63	55
V	6240.13	55
V	6261.22	55
V	6339.09	55
V	6504.17	55
V	4624.41	65
V	4640.07	65
V	4640.74	65
V	4714.12	65
V	4757.48	65
V	5002.33	70
V	5148.72	70
V	5176.77	70
V	5507.75	70
V	5547.07	70
V	5604.94	70
V	5624.89	70
V	5725.64	70
V	5772.42	70
V	6326.84	70
V	6452.34	70
V	4706.57	80
V	4710.56	80
V	4925.65	85
V	5014.62	85
V	5487.92	85
V	5646.11	85
V	6170.36	85
V	6256.9	85
V	6258.57	85
V	6266.32	85
V	4174.01	100
V	4257.37	100
V	4375.3	100
V	4380.55	100
V	4496.06	100
V	4549.65	100
V	4606.15	100
V	4635.18	100
V	5401.93	100
V	5592.42	100
V	6058.14	100
V	6233.2	100
V	4786.51	110
V	5128.53	110
V	5138.42	110
V	5192.99	110
V	5194.83	110
V	5234.07	110
V	5240.87	110
V	5657.44	110
V	5668.36	110
V	5743.45	110
V	6531.43	110
V	4031.83	120
V	4042.64	120
V	4093.5	120
V	4108.22	120
V	4112.33	120
V	4124.07	120
V	4128.86	120
V	4226.62	120
V	4235.76	120
V	4259.31	120
V	4262.16	120
V	4419.94	120
V	4427.31	120
V	4457.76	120
V	4468.01	120
V	4474.04	120
V	4501.95	120
V	4832.43	120
V	4057.82	130
V	4354.98	130
V	4646.4	130
V	4776.36	130
V	4796.92	130
V	4807.53	130
V	4827.45	130
V	6213.87	130
V	6224.5	130
V	6268.82	130
V	4307.18	140
V	4412.14	140
V	4524.22	140
V	4578.73	140
V	5415.26	140
V	5584.5	140
V	4159.69	150
V	4182.59	150
V	4355.94	150
V	4368.04	150
V	4831.64	150
V	4670.49	160
V	4297.68	170
V	4298.03	170
V	4306.21	170
V	4309.8	170
V	4591.22	170
V	5727.66	170
V	6242.81	170
V	6274.65	170
V	6296.49	170
V	4092.41	180
V	4118.18	180
V	4118.64	180
V	4120.54	180
V	4123.19	180
V	4189.84	180
V	4191.56	180
V	4232.95	180
V	4234	180
V	6150.15	180
V	4474.71	200
V	4571.78	200
V	5624.6	200
V	6285.16	200
V	6292.83	200
V	4296.11	220
V	4063.93	230
V	4071.54	230
V	4104.4	230
V	4113.52	230
V	4119.46	230
V	4179.42	230
V	4209.86	230
V	4429.8	230
V	4619.77	230
V	5731.25	230
V	5737.06	230
V	4104.78	260
V	4057.07	280
V	4560.71	280
V	6111.67	280
V	6135.38	280
V	6251.82	280
V	4428.52	310
V	5670.85	310
V	4851.48	320
V	4291.82	330
V	4050.96	360
V	4051.35	360
V	4232.46	360
V	4545.39	360
V	4469.71	380
V	4488.89	380
V	5627.64	400
V	4457.48	410
V	4284.06	430
V	4436.14	430
V	6230.74	430
V	6039.73	450
V	6199.19	450
V	6216.37	450
V	4271.55	460
V	4276.96	460
V	4330.02	460
V	4426	460
V	4864.74	480
V	6081.44	480
V	4332.82	510
V	4577.17	510
V	4268.64	560
V	5706.98	570
V	4102.16	590
V	6119.52	600
V	4452.01	610
V	4462.36	610
V	4875.48	620
V	4416.47	640
V	4421.57	640
V	4437.84	640
V	4444.21	640
V	4580.4	640
V	6243.1	710
V	4881.56	740
V	4341.01	760
V	4441.68	830
V	4586.36	830
V	5727.03	850
V	4095.49	890
V	5703.56	920
V	4352.87	1000
V	4459.76	1000
V	4090.58	1100
V	5698.52	1200
V	4594.11	1300
V	6090.22	1300
V	4400.58	1400
V	4092.69	1800
V	4116.47	1800
V	4123.57	2000
V	4460.29	2000
V	4109.79	2300
